using HTTP for the container environment
         6795529 function calls (6512220 primitive calls) in 58.053 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       13    0.000    0.000    0.000    0.000 extension.py:97(inherit_names)
        1    0.000    0.000    0.000    0.000 extras.py:1(<module>)
        1    0.000    0.000    0.000    0.000 extras.py:1459(MAxisConcatenator)
        1    0.000    0.000    0.000    0.000 extras.py:1489(mr_class)
        1    0.000    0.000    0.000    0.000 extras.py:1507(__init__)
        1    0.000    0.000    0.000    0.000 extras.py:217(_fromnxfunction)
       10    0.000    0.000    0.000    0.000 extras.py:237(__init__)
       10    0.000    0.000    0.000    0.000 extras.py:241(getdoc)
        1    0.000    0.000    0.000    0.000 extras.py:272(_fromnxfunction_single)
        1    0.000    0.000    0.000    0.000 extras.py:290(_fromnxfunction_seq)
        1    0.000    0.000    0.000    0.000 extras.py:303(_fromnxfunction_args)
        1    0.000    0.000    0.000    0.000 extras.py:328(_fromnxfunction_allargs)
        1    0.000    0.000    0.000    0.000 feather_format.py:1(<module>)
       42    0.000    0.000    0.002    0.000 feedparser.py:101(push)
       84    0.000    0.000    0.000    0.000 feedparser.py:122(pushlines)
       84    0.000    0.000    0.000    0.000 feedparser.py:125(__iter__)
     1302    0.001    0.000    0.002    0.000 feedparser.py:128(__next__)
        1    0.000    0.000    0.000    0.000 feedparser.py:136(FeedParser)
       42    0.001    0.000    0.001    0.000 feedparser.py:139(__init__)
       42    0.000    0.000    0.018    0.000 feedparser.py:173(feed)
       84    0.000    0.000    0.017    0.000 feedparser.py:178(_call_parse)
       42    0.000    0.000    0.002    0.000 feedparser.py:184(close)
       42    0.000    0.000    0.000    0.000 feedparser.py:197(_new_message)
       42    0.000    0.000    0.000    0.000 feedparser.py:210(_pop_message)
       84    0.002    0.000    0.017    0.000 feedparser.py:218(_parsegen)
        1    0.000    0.000    0.000    0.000 feedparser.py:45(BufferedSubFile)
       42    0.003    0.000    0.009    0.000 feedparser.py:471(_parse_headers)
        1    0.000    0.000    0.010    0.010 feedparser.py:5(<module>)
       42    0.000    0.000    0.000    0.000 feedparser.py:53(__init__)
        1    0.000    0.000    0.000    0.000 feedparser.py:532(BytesFeedParser)
       42    0.000    0.000    0.000    0.000 feedparser.py:70(close)
     1302    0.001    0.000    0.002    0.000 feedparser.py:78(readline)
        1    0.000    0.000    0.001    0.001 fields.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fields.py:125(RequestField)
        1    0.000    0.000    0.000    0.000 fields.py:73(<dictcomp>)
        1    0.000    0.000    0.001    0.001 filepost.py:1(<module>)
        1    0.000    0.000    0.001    0.001 financial.py:1(<module>)
        1    0.000    0.000    0.000    0.000 flags.py:1(<module>)
        1    0.000    0.000    0.000    0.000 flags.py:4(Flags)
     2059    0.002    0.000    0.002    0.000 flags.py:47(__init__)
        4    0.000    0.000    0.000    0.000 flags.py:51(allows_duplicate_labels)
        4    0.000    0.000    0.000    0.000 flags.py:83(allows_duplicate_labels)
        1    0.000    0.000    0.001    0.001 floating.py:1(<module>)
        1    0.000    0.000    0.000    0.000 floating.py:201(FloatingArray)
        1    0.000    0.000    0.000    0.000 floating.py:36(FloatingDtype)
        1    0.000    0.000    0.000    0.000 floating.py:498(Float32Dtype)
        1    0.000    0.000    0.000    0.000 floating.py:505(Float64Dtype)
        1    0.000    0.000    0.000    0.000 fnmatch.py:1(<module>)
        2    0.000    0.000    0.007    0.003 format.py:1(<module>)
        1    0.000    0.000    0.000    0.000 format.py:1221(GenericArrayFormatter)
        1    0.000    0.000    0.000    0.000 format.py:13(Format)
        1    0.000    0.000    0.000    0.000 format.py:1323(FloatArrayFormatter)
        1    0.000    0.000    0.000    0.000 format.py:1497(IntArrayFormatter)
        1    0.000    0.000    0.000    0.000 format.py:1508(Datetime64Formatter)
        1    0.000    0.000    0.000    0.000 format.py:1536(ExtensionArrayFormatter)
        2    0.000    0.000    0.000    0.000 format.py:160(set_bold)
        1    0.000    0.000    0.000    0.000 format.py:1704(Datetime64TZFormatter)
        1    0.000    0.000    0.000    0.000 format.py:1717(Timedelta64Formatter)
        1    0.000    0.000    0.000    0.000 format.py:177(CategoricalFormatter)
        1    0.000    0.000    0.000    0.000 format.py:186(set_underline)
        1    0.000    0.000    0.000    0.000 format.py:1890(EngFormatter)
        1    0.000    0.000    0.000    0.000 format.py:241(SeriesFormatter)
        4    0.000    0.000    0.000    0.000 format.py:26(__init__)
        4    0.000    0.000    0.000    0.000 format.py:290(set_align)
        1    0.000    0.000    0.000    0.000 format.py:401(TextAdjustment)
        1    0.000    0.000    0.000    0.000 format.py:415(EastAsianTextAdjustment)
        1    0.000    0.000    0.000    0.000 format.py:462(DataFrameFormatter)
        2    0.000    0.000    0.000    0.000 format.py:501(set_bottom)
        2    0.000    0.000    0.000    0.000 format.py:540(set_left)
        2    0.000    0.000    0.000    0.000 format.py:566(set_right)
        2    0.000    0.000    0.000    0.000 format.py:592(set_top)
        1    0.000    0.000    0.000    0.000 format.py:663(set_xf_index)
        2    0.000    0.000    0.000    0.000 format.py:675(set_text_h_align)
        2    0.000    0.000    0.000    0.000 format.py:679(set_text_v_align)
        2    0.000    0.000    0.000    0.000 format.py:687(set_valign)
        1    0.000    0.000    0.000    0.000 format.py:713(set_theme)
        1    0.000    0.000    0.000    0.000 format.py:717(set_hyperlink)
        3    0.000    0.000    0.000    0.000 format.py:752(_get_align_properties)
        3    0.000    0.000    0.000    0.000 format.py:836(_get_protection_properties)
       15    0.000    0.000    0.000    0.000 format.py:847(_get_format_key)
       24    0.000    0.000    0.000    0.000 format.py:850(<genexpr>)
        6    0.000    0.000    0.000    0.000 format.py:861(_get_font_key)
       84    0.000    0.000    0.000    0.000 format.py:863(<genexpr>)
        6    0.000    0.000    0.000    0.000 format.py:880(_get_border_key)
       72    0.000    0.000    0.000    0.000 format.py:882(<genexpr>)
        6    0.000    0.000    0.000    0.000 format.py:897(_get_fill_key)
       24    0.000    0.000    0.000    0.000 format.py:899(<genexpr>)
        1    0.000    0.000    0.000    0.000 format.py:9(<module>)
        3    0.000    0.000    0.000    0.000 format.py:906(_get_alignment_key)
       24    0.000    0.000    0.000    0.000 format.py:909(<genexpr>)
        1    0.000    0.000    0.000    0.000 format.py:912(DataFrameRenderer)
     6055    0.001    0.000    0.001    0.000 format.py:920(_get_xf_index)
      204    0.000    0.000    0.000    0.000 format.py:987(_to_string)
        1    0.000    0.000    0.000    0.000 format_helpers.py:1(<module>)
        7    0.000    0.000    0.000    0.000 fractions.py:302(_operator_fallbacks)
        1    0.000    0.000    0.001    0.001 fractions.py:4(<module>)
        1    0.000    0.000    0.000    0.000 fractions.py:60(Fraction)
        1    0.000    0.000    0.051    0.051 frame.py:1(<module>)
     2002    0.004    0.000    0.263    0.000 frame.py:1026(iterrows)
        5    0.000    0.000    0.000    0.000 frame.py:1158(__len__)
       53    0.000    0.000    0.004    0.000 frame.py:2934(_ixs)
        1    0.000    0.000    0.001    0.001 frame.py:3147(__setitem__)
        1    0.000    0.000    0.000    0.000 frame.py:3217(_iset_item)
        1    0.000    0.000    0.001    0.001 frame.py:3231(_set_item)
     2001    0.007    0.000    0.021    0.000 frame.py:3251(_set_value)
        2    0.000    0.000    0.000    0.000 frame.py:3284(_ensure_valid_index)
       54    0.000    0.000    0.002    0.000 frame.py:3306(_box_col_values)
        2    0.000    0.000    0.000    0.000 frame.py:3833(_sanitize_column)
        1    0.000    0.000    0.000    0.000 frame.py:3853(reindexer)
        1    0.001    0.001    0.004    0.004 frame.py:394(DataFrame)
        1    0.000    0.000    0.001    0.001 frame.py:4011(_reindex_axes)
        1    0.000    0.000    0.001    0.001 frame.py:4048(_reindex_columns)
        1    0.000    0.000    0.001    0.001 frame.py:4157(reindex)
        1    0.000    0.000    0.002    0.002 frame.py:4178(drop)
        1    0.000    0.000    0.000    0.000 frame.py:482(_constructor)
        3    0.000    0.000    0.024    0.008 frame.py:502(__init__)
       57    0.000    0.000    0.000    0.000 frame.py:628(axes)
        2    0.000    0.000    0.000    0.000 frame.py:645(shape)
        1    0.000    0.000    0.000    0.000 frequencies.py:1(<module>)
        1    0.000    0.000    0.000    0.000 frequencies.py:186(_FrequencyInferer)
        1    0.000    0.000    0.000    0.000 frequencies.py:410(_TimedeltaFrequencyInferer)
        1    0.000    0.000    0.005    0.005 fromnumeric.py:1(<module>)
        2    0.000    0.000    0.000    0.000 fromnumeric.py:1644(_ravel_dispatcher)
        2    0.000    0.000    0.000    0.000 fromnumeric.py:1648(ravel)
        2    0.000    0.000    0.000    0.000 fromnumeric.py:2982(_ndim_dispatcher)
        2    0.000    0.000    0.000    0.000 fromnumeric.py:2986(ndim)
        1    0.000    0.000    0.000    0.000 frozen.py:1(<module>)
        1    0.000    0.000    0.000    0.000 frozen.py:17(FrozenList)
        2    0.000    0.000    0.000    0.000 frozen.py:66(__getitem__)
        1    0.000    0.000    0.000    0.000 function.py:1(<module>)
        1    0.000    0.000    0.000    0.000 function.py:32(CompatValidator)
       24    0.000    0.000    0.000    0.000 function.py:33(__init__)
        2    0.000    0.000    0.004    0.002 function_base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 function_base.py:1878(vectorize)
        1    0.000    0.000    0.000    0.000 function_base.py:4221(_delete_dispatcher)
        1    0.000    0.000    0.000    0.000 function_base.py:4225(delete)
      273    0.000    0.000    0.000    0.000 function_base.py:434(_add_docstring)
      273    0.000    0.000    0.001    0.000 function_base.py:441(add_newdoc)
        2    0.000    0.000    0.000    0.000 function_base.py:4643(_append_dispatcher)
        2    0.000    0.000    0.000    0.000 function_base.py:4647(append)
      524    0.002    0.000    0.003    0.000 functools.py:34(update_wrapper)
        6    0.000    0.000    0.000    0.000 functools.py:487(lru_cache)
        6    0.000    0.000    0.000    0.000 functools.py:525(decorating_function)
      518    0.000    0.000    0.000    0.000 functools.py:64(wraps)
        1    0.000    0.000    0.000    0.000 futures.py:1(<module>)
        1    0.000    0.000    0.000    0.000 futures.py:29(Future)
        1    0.000    0.000    0.000    0.000 gb2312freq.py:42(<module>)
        1    0.000    0.000    0.000    0.000 gb2312prober.py:28(<module>)
        1    0.000    0.000    0.000    0.000 gb2312prober.py:33(GB2312Prober)
        1    0.000    0.000    0.000    0.000 gbq.py:1(<module>)
        3    0.000    0.000    0.104    0.035 generic.py:1(<module>)
        2    0.000    0.000    0.000    0.000 generic.py:10851(_add_numeric_operations)
        2    0.000    0.000    0.000    0.000 generic.py:11409(_doc_parms)
        5    0.000    0.000    0.000    0.000 generic.py:11412(<genexpr>)
        2    0.000    0.000    0.000    0.000 generic.py:120(pin_allowlisted_properties)
        2    0.000    0.000    0.000    0.000 generic.py:141(pinner)
        1    0.000    0.000    0.004    0.004 generic.py:146(NDFrame)
        1    0.000    0.000    0.001    0.001 generic.py:156(SeriesGroupBy)
     2059    0.005    0.000    0.007    0.000 generic.py:188(__init__)
        2    0.000    0.000    1.154    0.577 generic.py:2034(to_excel)
        4    0.000    0.000    0.000    0.000 generic.py:227(attrs)
        8    0.000    0.000    0.000    0.000 generic.py:248(flags)
       20    0.000    0.000    0.000    0.000 generic.py:26(create_pandas_abc_type)
    42247    0.010    0.000    0.013    0.000 generic.py:30(_check)
       54    0.000    0.000    0.000    0.000 generic.py:3409(_set_as_cached)
        2    0.000    0.000    0.000    0.000 generic.py:3447(_maybe_update_cacher)
        4    0.000    0.000    0.000    0.000 generic.py:3485(_clear_item_cache)
     2001    0.001    0.000    0.002    0.000 generic.py:3783(_get_item_cache)
        1    0.000    0.000    0.000    0.000 generic.py:3820(_iset_item)
        1    0.000    0.000    0.001    0.001 generic.py:3824(_set_item)
        4    0.000    0.000    0.000    0.000 generic.py:3863(_check_setitem_copy)
        1    0.000    0.000    0.002    0.002 generic.py:4124(drop)
        1    0.000    0.000    0.002    0.002 generic.py:4160(_drop_axis)
        1    0.000    0.000    0.000    0.000 generic.py:4216(_update_inplace)
        1    0.000    0.000    0.000    0.000 generic.py:424(_construct_axes_from_arguments)
        1    0.000    0.000    0.000    0.000 generic.py:453(<dictcomp>)
      166    0.000    0.000    0.000    0.000 generic.py:456(_get_axis_number)
        1    0.000    0.000    0.001    0.001 generic.py:4564(reindex)
        3    0.000    0.000    0.000    0.000 generic.py:464(_get_axis_name)
      161    0.000    0.000    0.000    0.000 generic.py:470(_get_axis)
        1    0.000    0.000    0.000    0.000 generic.py:476(_get_block_manager_axis)
        2    0.000    0.000    0.000    0.000 generic.py:4797(<genexpr>)
        1    0.000    0.000    0.000    0.000 generic.py:4841(_needs_reindex_multi)
        1    0.000    0.000    0.001    0.001 generic.py:4854(_reindex_with_indexers)
        4    0.000    0.000    0.000    0.000 generic.py:5411(__finalize__)
     2059    0.002    0.000    0.002    0.000 generic.py:5449(__getattr__)
        2    0.000    0.000    0.000    0.000 generic.py:545(_info_axis)
     2115    0.005    0.000    0.019    0.000 generic.py:5467(__setattr__)
        2    0.000    0.000    0.000    0.000 generic.py:5522(_protect_consolidate)
        2    0.000    0.000    0.000    0.000 generic.py:5534(_consolidate_inplace)
        2    0.000    0.000    0.000    0.000 generic.py:5538(f)
        1    0.000    0.000    0.002    0.002 generic.py:5598(values)
     2055    0.001    0.000    0.002    0.000 generic.py:569(ndim)
        1    0.000    0.000    0.000    0.000 generic.py:5889(copy)
        1    0.000    0.000    0.001    0.001 generic.py:852(DataFrameGroupBy)
       28    0.000    0.000    0.000    0.000 generic.py:97(generate_property)
        1    0.000    0.000    0.000    0.000 genericpath.py:121(_splitext)
      100    0.000    0.000    0.001    0.000 genericpath.py:16(exists)
        1    0.000    0.000    0.000    0.000 getlimits.py:1(<module>)
       30    0.000    0.000    0.000    0.000 getlimits.py:19(_fr0)
       30    0.000    0.000    0.000    0.000 getlimits.py:27(_fr1)
        1    0.000    0.000    0.000    0.000 getlimits.py:293(finfo)
        1    0.000    0.000    0.000    0.000 getlimits.py:34(MachArLike)
        6    0.000    0.000    0.001    0.000 getlimits.py:37(__init__)
       36    0.000    0.000    0.000    0.000 getlimits.py:41(<lambda>)
       30    0.000    0.000    0.000    0.000 getlimits.py:42(<lambda>)
       30    0.000    0.000    0.000    0.000 getlimits.py:43(<lambda>)
        1    0.000    0.000    0.000    0.000 getlimits.py:444(iinfo)
       24    0.000    0.000    0.000    0.000 getlimits.py:497(__init__)
        5    0.000    0.000    0.000    0.000 getlimits.py:508(min)
       17    0.000    0.000    0.000    0.000 getlimits.py:521(max)
        8    0.000    0.000    0.000    0.000 getlimits.py:92(_register_type)
        1    0.000    0.000    0.001    0.001 getlimits.py:96(_register_known_types)
        4    0.000    0.000    0.000    0.000 gettext.py:212(_expand_lang)
        2    0.000    0.000    0.000    0.000 gettext.py:538(find)
        2    0.000    0.000    0.000    0.000 gettext.py:594(translation)
        2    0.000    0.000    0.000    0.000 gettext.py:675(dgettext)
        2    0.000    0.000    0.000    0.000 gettext.py:750(gettext)
        1    0.000    0.000    0.005    0.005 groupby.py:1(<module>)
        1    0.000    0.000    0.001    0.001 groupby.py:1284(GroupBy)
        1    0.000    0.000    0.000    0.000 groupby.py:452(GroupByPlot)
        1    0.000    0.000    0.001    0.001 groupby.py:499(BaseGroupBy)
        1    0.000    0.000    0.001    0.001 grouper.py:1(<module>)
        1    0.000    0.000    0.000    0.000 grouper.py:34(Grouper)
        1    0.000    0.000    0.000    0.000 grouper.py:413(Grouping)
        1    0.000    0.000    0.000    0.000 gzip.py:1(<module>)
        1    0.000    0.000    0.000    0.000 gzip.py:116(BadGzipFile)
        1    0.000    0.000    0.000    0.000 gzip.py:120(GzipFile)
        1    0.000    0.000    0.000    0.000 gzip.py:393(_GzipReader)
        1    0.000    0.000    0.000    0.000 gzip.py:74(_PaddedFile)
        1    0.000    0.000    0.000    0.000 hashing.py:1(<module>)
       14    0.000    0.000    0.001    0.000 hashlib.py:123(__get_openssl_constructor)
        1    0.000    0.000    0.001    0.001 hashlib.py:5(<module>)
        8    0.000    0.000    0.001    0.000 hashlib.py:79(__get_builtin_constructor)
        1    0.000    0.000    0.000    0.000 header.py:179(Header)
        1    0.000    0.000    0.000    0.000 header.py:413(_ValueFormatter)
        1    0.000    0.000    0.003    0.003 header.py:5(<module>)
        1    0.000    0.000    0.000    0.000 header.py:541(_Accumulator)
        1    0.000    0.000    0.000    0.000 hebrewprober.py:128(HebrewProber)
        1    0.000    0.000    0.000    0.000 hebrewprober.py:28(<module>)
        1    0.000    0.000    0.000    0.000 helper.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hermite.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hermite.py:1627(Hermite)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1621(HermiteE)
        1    0.000    0.000    0.000    0.000 histograms.py:1(<module>)
        1    0.000    0.000    0.001    0.001 hmac.py:1(<module>)
      257    0.000    0.000    0.000    0.000 hmac.py:17(<genexpr>)
      257    0.000    0.000    0.000    0.000 hmac.py:18(<genexpr>)
        1    0.000    0.000    0.000    0.000 hmac.py:26(HMAC)
      126    0.000    0.000    0.000    0.000 hooks.py:17(default_hooks)
      126    0.000    0.000    0.000    0.000 hooks.py:18(<dictcomp>)
       42    0.000    0.000    0.000    0.000 hooks.py:23(dispatch_hook)
        1    0.000    0.000    0.000    0.000 hooks.py:3(<module>)
        1    0.000    0.000    0.001    0.001 html.py:1(<module>)
        1    0.000    0.000    0.000    0.000 html.py:142(_HtmlFrameParser)
        1    0.000    0.000    0.000    0.000 html.py:517(_BeautifulSoupHtml5LibFrameParser)
        1    0.000    0.000    0.000    0.000 html.py:629(_LxmlFrameParser)
        1    0.000    0.000    0.000    0.000 idna.py:146(Codec)
       42    0.000    0.000    0.000    0.000 idna.py:147(encode)
        1    0.000    0.000    0.000    0.000 idna.py:218(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 idna.py:253(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 idna.py:292(StreamWriter)
        1    0.000    0.000    0.000    0.000 idna.py:295(StreamReader)
        1    0.000    0.000    0.000    0.000 idna.py:3(<module>)
        1    0.000    0.000    0.000    0.000 idna.py:300(getregentry)
        1    0.000    0.000    0.000    0.000 idnadata.py:3(<module>)
        1    0.000    0.000    0.011    0.011 index_tricks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 index_tricks.py:110(nd_grid)
        2    0.000    0.000    0.000    0.000 index_tricks.py:145(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:210(MGridClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:252(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:257(OGridClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:296(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:302(AxisConcatenator)
        3    0.000    0.000    0.000    0.000 index_tricks.py:312(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:318(__getitem__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:422(RClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:517(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:522(CClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:547(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:554(ndenumerate)
        1    0.000    0.000    0.000    0.000 index_tricks.py:605(ndindex)
        1    0.000    0.000    0.000    0.000 index_tricks.py:684(IndexExpression)
        2    0.000    0.000    0.000    0.000 index_tricks.py:728(__init__)
        2    0.000    0.000    0.001    0.000 indexers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 indexers.py:116(VariableOffsetWindowIndexer)
        1    0.000    0.000    0.000    0.000 indexers.py:120(check_setitem_lengths)
        1    0.000    0.000    0.000    0.000 indexers.py:198(ExpandingIndexer)
        1    0.000    0.000    0.000    0.000 indexers.py:216(FixedForwardWindowIndexer)
        1    0.000    0.000    0.000    0.000 indexers.py:266(GroupbyIndexer)
        1    0.000    0.000    0.000    0.000 indexers.py:273(length_of_indexer)
        1    0.000    0.000    0.000    0.000 indexers.py:349(ExponentialMovingWindowIndexer)
        1    0.000    0.000    0.000    0.000 indexers.py:39(BaseIndexer)
      109    0.000    0.000    0.000    0.000 indexers.py:52(is_list_like_indexer)
        1    0.000    0.000    0.000    0.000 indexers.py:68(is_scalar_indexer)
        1    0.000    0.000    0.000    0.000 indexers.py:69(FixedWindowIndexer)
        2    0.000    0.000    0.000    0.000 indexers.py:87(<genexpr>)
        1    0.000    0.000    0.000    0.000 indexers.py:94(is_empty_indexer)
        1    0.000    0.000    0.000    0.000 indexers.py:99(VariableWindowIndexer)
        1    0.000    0.000    0.001    0.001 indexing.py:1(<module>)
       53    0.000    0.000    0.000    0.000 indexing.py:103(iloc)
        2    0.000    0.000    0.000    0.000 indexing.py:1147(_convert_to_indexer)
        1    0.000    0.000    0.000    0.000 indexing.py:1329(_iLocIndexer)
      104    0.000    0.000    0.001    0.000 indexing.py:1340(_validate_key)
       52    0.000    0.000    0.000    0.000 indexing.py:1407(_is_scalar_access)
      104    0.000    0.000    0.000    0.000 indexing.py:1426(_validate_integer)
       52    0.000    0.000    0.007    0.000 indexing.py:1448(_getitem_tuple)
       52    0.000    0.000    0.004    0.000 indexing.py:1479(_getitem_axis)
      2/1    0.000    0.000    0.002    0.002 indexing.py:1528(_setitem_with_indexer)
        1    0.000    0.000    0.001    0.001 indexing.py:1639(_setitem_with_indexer_split_path)
        1    0.000    0.000    0.001    0.001 indexing.py:1789(_setitem_single_column)
        1    0.000    0.000    0.000    0.000 indexing.py:1925(_ensure_iterable_column_indexer)
        1    0.000    0.000    0.000    0.000 indexing.py:2085(_ScalarAccessIndexer)
     2001    0.010    0.000    0.036    0.000 indexing.py:2105(__setitem__)
     6003    0.002    0.000    0.004    0.000 indexing.py:2107(<genexpr>)
        1    0.000    0.000    0.000    0.000 indexing.py:2121(_AtIndexer)
     2001    0.001    0.000    0.001    0.000 indexing.py:2125(_convert_key)
     2001    0.002    0.000    0.003    0.000 indexing.py:2142(_axes_are_unique)
     2001    0.004    0.000    0.045    0.000 indexing.py:2158(__setitem__)
        1    0.000    0.000    0.000    0.000 indexing.py:2170(_iAtIndexer)
        1    0.000    0.000    0.000    0.000 indexing.py:2204(convert_to_index_sliceable)
        1    0.000    0.000    0.000    0.000 indexing.py:2285(convert_missing_indexer)
        1    0.000    0.000    0.000    0.000 indexing.py:2302(convert_from_missing_indexer_tuple)
        2    0.000    0.000    0.000    0.000 indexing.py:2307(get_indexer)
        3    0.000    0.000    0.000    0.000 indexing.py:2310(<genexpr>)
        1    0.000    0.000    0.000    0.000 indexing.py:2323(is_nested_tuple)
      104    0.000    0.000    0.000    0.000 indexing.py:2340(is_label_like)
        1    0.000    0.000    0.000    0.000 indexing.py:240(loc)
        1    0.000    0.000    0.000    0.000 indexing.py:47(_IndexSlice)
     2001    0.001    0.000    0.001    0.000 indexing.py:500(at)
        1    0.000    0.000    0.000    0.000 indexing.py:598(_LocationIndexer)
        1    0.000    0.000    0.000    0.000 indexing.py:611(_get_setitem_indexer)
        1    0.000    0.000    0.000    0.000 indexing.py:646(_ensure_listlike_indexer)
        1    0.000    0.000    0.002    0.002 indexing.py:683(__setitem__)
        3    0.000    0.000    0.000    0.000 indexing.py:685(<genexpr>)
       52    0.000    0.000    0.002    0.000 indexing.py:716(_has_valid_tuple)
       52    0.000    0.000    0.000    0.000 indexing.py:730(_is_nested_tuple_indexer)
      156    0.000    0.000    0.000    0.000 indexing.py:736(<genexpr>)
        1    0.000    0.000    0.000    0.000 indexing.py:740(_convert_tuple)
      105    0.000    0.000    0.000    0.000 indexing.py:759(_validate_key_length)
       52    0.000    0.000    0.005    0.000 indexing.py:782(_getitem_lowerdim)
       52    0.000    0.000    0.008    0.000 indexing.py:882(__getitem__)
      156    0.000    0.000    0.000    0.000 indexing.py:884(<genexpr>)
        1    0.000    0.000    0.000    0.000 indexing.py:917(_LocIndexer)
        1    0.000    0.000    0.000    0.000 indexing.py:938(_has_valid_setitem_indexer)
        1    0.000    0.000    0.000    0.000 indexing.py:94(IndexingError)
        1    0.000    0.000    0.000    0.000 indexing.py:98(IndexingMixin)
        1    0.000    0.000    0.000    0.000 inference.py:1(<module>)
      156    0.000    0.000    0.000    0.000 inference.py:185(is_array_like)
        2    0.000    0.000    0.000    0.000 inference.py:295(is_named_tuple)
     4090    0.002    0.000    0.002    0.000 inference.py:322(is_hashable)
        1    0.000    0.000    0.000    0.000 inference.py:360(is_sequence)
        2    0.000    0.000    0.000    0.000 inference.py:391(is_dataclass)
        1    0.000    0.000    0.000    0.000 inference.py:96(is_file_like)
        4    0.000    0.000    0.001    0.000 info.py:1(<module>)
        1    0.000    0.000    0.000    0.000 info.py:223(DataFrameInfo)
        1    0.000    0.000    0.000    0.000 info.py:299(InfoPrinterAbstract)
        1    0.000    0.000    0.000    0.000 info.py:317(DataFrameInfoPrinter)
        1    0.000    0.000    0.000    0.000 info.py:398(TableBuilderAbstract)
        1    0.000    0.000    0.000    0.000 info.py:454(DataFrameTableBuilder)
        1    0.000    0.000    0.000    0.000 info.py:505(DataFrameTableBuilderNonVerbose)
        1    0.000    0.000    0.000    0.000 info.py:523(TableBuilderVerboseMixin)
        1    0.000    0.000    0.000    0.000 info.py:616(DataFrameTableBuilderVerbose)
        1    0.000    0.000    0.000    0.000 info.py:94(BaseInfo)
        1    0.000    0.000    0.002    0.002 inspect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 inspect.py:1090(getfullargspec)
        2    0.000    0.000    0.000    0.000 inspect.py:158(isfunction)
        1    0.000    0.000    0.000    0.000 inspect.py:2112(_signature_from_function)
        1    0.000    0.000    0.000    0.000 inspect.py:2206(_signature_from_callable)
        1    0.000    0.000    0.000    0.000 inspect.py:2408(_void)
        1    0.000    0.000    0.000    0.000 inspect.py:2412(_empty)
        1    0.000    0.000    0.000    0.000 inspect.py:2416(_ParameterKind)
        1    0.000    0.000    0.000    0.000 inspect.py:2445(Parameter)
       42    0.000    0.000    0.000    0.000 inspect.py:2477(__init__)
       57    0.000    0.000    0.000    0.000 inspect.py:2527(name)
       56    0.000    0.000    0.000    0.000 inspect.py:2531(default)
       29    0.000    0.000    0.000    0.000 inspect.py:2535(annotation)
       42    0.000    0.000    0.000    0.000 inspect.py:2539(kind)
        1    0.000    0.000    0.000    0.000 inspect.py:2600(BoundArguments)
        1    0.000    0.000    0.000    0.000 inspect.py:2730(Signature)
        4    0.000    0.000    0.000    0.000 inspect.py:2760(__init__)
       16    0.000    0.000    0.000    0.000 inspect.py:2809(<genexpr>)
        1    0.000    0.000    0.000    0.000 inspect.py:2845(parameters)
        2    0.000    0.000    0.000    0.000 inspect.py:2849(return_annotation)
        1    0.000    0.000    0.000    0.000 inspect.py:72(isclass)
        1    0.000    0.000    0.000    0.000 inspect.py:890(EndOfBlock)
        1    0.000    0.000    0.000    0.000 inspect.py:892(BlockFinder)
        1    0.000    0.000    0.000    0.000 integer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 integer.py:265(IntegerArray)
        1    0.000    0.000    0.000    0.000 integer.py:36(_IntegerDtype)
        1    0.000    0.000    0.000    0.000 integer.py:604(Int8Dtype)
        1    0.000    0.000    0.000    0.000 integer.py:611(Int16Dtype)
        1    0.000    0.000    0.000    0.000 integer.py:618(Int32Dtype)
        1    0.000    0.000    0.000    0.000 integer.py:625(Int64Dtype)
        1    0.000    0.000    0.000    0.000 integer.py:632(UInt8Dtype)
        1    0.000    0.000    0.000    0.000 integer.py:639(UInt16Dtype)
        1    0.000    0.000    0.000    0.000 integer.py:646(UInt32Dtype)
        1    0.000    0.000    0.000    0.000 integer.py:653(UInt64Dtype)
        2    0.000    0.000    0.012    0.006 interval.py:1(<module>)
